buffer,avg_ms,p99_ms,max_ms
sensor_data,0.015983119927113876,0.07236837132950309,1.199225996970199
filtered,0.011226375070691574,0.06309754317044272,0.7912069995654747
weight,0.004833329941902775,0.024460789863951487,0.14985099551267922
output,0.003453347038885113,0.01076319225830957,0.27162599144503474
log_entry,0.0005770674979430623,0.001286406477447599,0.005189009243622422
