avg_latency_ms,p99_latency_ms,peak_memory_kb,sensor_reads_bytes,writes_bytes,cpu_usage_pct,sys_memory_pct
12.00369559994821,37.42727508637468,4729.0830078125,1419571200,3072000,99.1,33.7
