avg_latency_ms,p99_latency_ms,peak_memory_kb,sensor_reads_bytes,writes_bytes,cpu_usage_pct,sys_memory_pct
0.28123436348323594,1.0402736104151695,441.37890625,157286400,235929600,51.8,33.7
